stringa cercata;limite shared mem;thread per blocco;blocchi per SM;ripetizione;dimensione file;throughput
abracadabra;80;352;1;2;7000;45590260869,57
abracadabra;80;352;1;3;7000;45590260869,57
abracadabra;80;352;1;4;7000;45875200000,00
abracadabra;80;352;1;5;7000;45875200000,00
abracadabra;80;352;1;6;7000;45875200000,00
abracadabra;80;352;1;7;7000;45590260869,57
abracadabra;80;352;1;8;7000;45308839506,17
abracadabra;80;352;1;9;7000;45590260869,57
abracadabra;80;352;1;10;7000;45875200000,00
abracadabra;80;352;1;11;7000;45875200000,00
abracadabra;80;352;1;12;7000;45590260869,57
abracadabra;80;352;1;13;7000;45590260869,57
abracadabra;80;352;1;14;7000;45590260869,57
abracadabra;80;352;1;15;7000;45590260869,57
abracadabra;80;352;1;16;7000;45875200000,00
abracadabra;80;352;1;17;7000;45875200000,00
abracadabra;80;352;1;18;7000;45590260869,57
abracadabra;80;352;1;19;7000;45590260869,57
abracadabra;80;352;1;20;7000;45590260869,57
abracadabra;80;352;1;21;7000;45590260869,57
abracadabra;80;352;1;22;7000;46163723270,44
abracadabra;80;352;1;23;7000;46163723270,44
abracadabra;80;352;1;24;7000;45590260869,57
abracadabra;80;352;1;25;7000;45590260869,57
abracadabra;80;352;1;26;7000;45875200000,00
abracadabra;80;352;1;27;7000;45590260869,57
abracadabra;80;352;1;28;7000;46163723270,44
abracadabra;80;352;1;29;7000;46163723270,44
abracadabra;80;352;1;30;7000;45875200000,00
abracadabra;80;384;1;1;7000;46163723270,44
abracadabra;80;384;1;2;7000;46163723270,44
abracadabra;80;384;1;3;7000;46163723270,44
abracadabra;80;384;1;4;7000;46751796178,34
abracadabra;80;384;1;5;7000;46455898734,18
abracadabra;80;384;1;6;7000;46455898734,18
abracadabra;80;384;1;7;7000;46455898734,18
abracadabra;80;384;1;8;7000;46163723270,44
abracadabra;80;384;1;9;7000;46163723270,44
abracadabra;80;384;1;10;7000;46751796178,34
abracadabra;80;384;1;11;7000;46455898734,18
abracadabra;80;384;1;12;7000;46163723270,44
abracadabra;80;384;1;13;7000;46455898734,18
abracadabra;80;384;1;14;7000;46455898734,18
abracadabra;80;384;1;15;7000;46455898734,18
abracadabra;80;384;1;16;7000;46455898734,18
abracadabra;80;384;1;17;7000;46455898734,18
abracadabra;80;384;1;18;7000;46163723270,44
abracadabra;80;384;1;19;7000;46455898734,18
abracadabra;80;384;1;20;7000;46455898734,18
abracadabra;80;384;1;21;7000;46455898734,18
abracadabra;80;384;1;22;7000;46455898734,18
abracadabra;80;384;1;23;7000;46455898734,18
abracadabra;80;384;1;24;7000;46163723270,44
abracadabra;80;384;1;25;7000;46163723270,44
abracadabra;80;384;1;26;7000;46163723270,44
abracadabra;80;384;1;27;7000;46455898734,18
abracadabra;80;384;1;28;7000;46455898734,18
abracadabra;80;384;1;29;7000;46455898734,18
abracadabra;80;384;1;30;7000;46163723270,44
abracadabra;96;32;1;1;7000;18772460358,06
abracadabra;96;32;1;2;7000;18820594871,79
abracadabra;96;32;1;3;7000;18772460358,06
abracadabra;96;32;1;4;7000;18820594871,79
abracadabra;96;32;1;5;7000;18820594871,79
abracadabra;96;32;1;6;7000;18772460358,06
abracadabra;96;32;1;7;7000;18820594871,79
abracadabra;96;32;1;8;7000;18820594871,79
abracadabra;96;32;1;9;7000;18820594871,79
abracadabra;96;32;1;10;7000;18820594871,79
abracadabra;96;32;1;11;7000;18820594871,79
abracadabra;96;32;1;12;7000;18820594871,79
abracadabra;96;32;1;13;7000;18820594871,79
abracadabra;96;32;1;14;7000;18820594871,79
abracadabra;96;32;1;15;7000;18772460358,06
abracadabra;96;32;1;16;7000;18820594871,79
abracadabra;96;32;1;17;7000;18820594871,79
abracadabra;96;32;1;18;7000;18820594871,79
abracadabra;96;32;1;19;7000;18820594871,79
abracadabra;96;32;1;20;7000;18820594871,79
abracadabra;96;32;1;21;7000;18820594871,79
abracadabra;96;32;1;22;7000;18772460358,06
abracadabra;96;32;1;23;7000;18820594871,79
abracadabra;96;32;1;24;7000;18820594871,79
abracadabra;96;32;1;25;7000;18820594871,79
abracadabra;96;32;1;26;7000;18772460358,06
abracadabra;96;32;1;27;7000;18820594871,79
abracadabra;96;32;1;28;7000;18820594871,79
abracadabra;96;32;1;29;7000;18820594871,79
abracadabra;96;32;1;30;7000;18820594871,79
abracadabra;96;64;1;1;7000;46751796178,34
abracadabra;96;64;1;2;7000;46455898734,18
abracadabra;96;64;1;3;7000;46455898734,18
abracadabra;96;64;1;4;7000;46163723270,44
abracadabra;96;64;1;5;7000;46163723270,44
abracadabra;96;64;1;6;7000;46455898734,18
abracadabra;96;64;1;7;7000;45875200000,00
abracadabra;96;64;1;8;7000;46163723270,44
abracadabra;96;64;1;9;7000;46163723270,44
abracadabra;96;64;1;10;7000;46163723270,44
abracadabra;96;64;1;11;7000;46163723270,44
abracadabra;96;64;1;12;7000;46163723270,44
abracadabra;96;64;1;13;7000;46163723270,44
abracadabra;96;64;1;14;7000;46163723270,44
abracadabra;96;64;1;15;7000;46163723270,44
abracadabra;96;64;1;16;7000;46163723270,44
abracadabra;96;64;1;17;7000;46163723270,44
abracadabra;96;64;1;18;7000;46163723270,44
abracadabra;96;64;1;19;7000;46163723270,44
abracadabra;96;64;1;20;7000;46163723270,44
abracadabra;96;64;1;21;7000;46455898734,18
abracadabra;96;64;1;22;7000;46163723270,44
abracadabra;96;64;1;23;7000;46163723270,44
abracadabra;96;64;1;24;7000;46163723270,44
abracadabra;96;64;1;25;7000;46163723270,44
abracadabra;96;64;1;26;7000;45875200000,00
abracadabra;96;64;1;27;7000;46163723270,44
abracadabra;96;64;1;28;7000;46163723270,44
abracadabra;96;64;1;29;7000;46163723270,44
abracadabra;96;64;1;30;7000;46163723270,44
abracadabra;96;96;1;1;7000;47662545454,55
abracadabra;96;96;1;2;7000;47662545454,55
abracadabra;96;96;1;3;7000;47662545454,55
abracadabra;96;96;1;4;7000;47662545454,55
abracadabra;96;96;1;5;7000;47974065359,48
abracadabra;96;96;1;6;7000;47662545454,55
abracadabra;96;96;1;7;7000;47662545454,55
abracadabra;96;96;1;8;7000;47662545454,55
abracadabra;96;96;1;9;7000;47662545454,55
abracadabra;96;96;1;10;7000;47662545454,55
abracadabra;96;96;1;11;7000;47974065359,48
abracadabra;96;96;1;12;7000;47974065359,48
abracadabra;96;96;1;13;7000;47662545454,55
abracadabra;96;96;1;14;7000;47662545454,55
abracadabra;96;96;1;15;7000;47662545454,55
abracadabra;96;96;1;16;7000;47662545454,55
abracadabra;96;96;1;17;7000;47662545454,55
abracadabra;96;96;1;18;7000;47662545454,55
abracadabra;96;96;1;19;7000;47662545454,55
abracadabra;96;96;1;20;7000;47662545454,55
abracadabra;96;96;1;21;7000;47662545454,55
abracadabra;96;96;1;22;7000;47662545454,55
abracadabra;96;96;1;23;7000;47662545454,55
abracadabra;96;96;1;24;7000;47662545454,55
abracadabra;96;96;1;25;7000;47974065359,48
abracadabra;96;96;1;26;7000;47662545454,55
abracadabra;96;96;1;27;7000;47662545454,55
abracadabra;96;96;1;28;7000;47662545454,55
abracadabra;96;96;1;29;7000;47662545454,55
abracadabra;96;96;1;30;7000;47662545454,55
abracadabra;96;128;1;1;7000;47974065359,48
abracadabra;96;128;1;2;7000;47974065359,48
abracadabra;96;128;1;3;7000;47974065359,48
abracadabra;96;128;1;4;7000;47974065359,48
abracadabra;96;128;1;5;7000;48289684210,53
abracadabra;96;128;1;6;7000;47974065359,48
abracadabra;96;128;1;7;7000;47974065359,48
abracadabra;96;128;1;8;7000;48289684210,53
abracadabra;96;128;1;9;7000;47974065359,48
abracadabra;96;128;1;10;7000;47662545454,55
abracadabra;96;128;1;11;7000;47974065359,48
abracadabra;96;128;1;12;7000;47974065359,48
abracadabra;96;128;1;13;7000;47974065359,48
abracadabra;96;128;1;14;7000;48289684210,53
abracadabra;96;128;1;15;7000;47974065359,48
abracadabra;96;128;1;16;7000;47974065359,48
abracadabra;96;128;1;17;7000;47974065359,48
abracadabra;96;128;1;18;7000;47974065359,48
abracadabra;96;128;1;19;7000;47974065359,48
abracadabra;96;128;1;20;7000;48289684210,53
abracadabra;96;128;1;21;7000;47974065359,48
abracadabra;96;128;1;22;7000;47974065359,48
abracadabra;96;128;1;23;7000;47974065359,48
abracadabra;96;128;1;24;7000;47662545454,55
abracadabra;96;128;1;25;7000;47974065359,48
abracadabra;96;128;1;26;7000;47974065359,48
abracadabra;96;128;1;27;7000;48289684210,53
abracadabra;96;128;1;28;7000;47974065359,48
abracadabra;96;128;1;29;7000;47974065359,48
abracadabra;96;128;1;30;7000;47974065359,48
abracadabra;96;160;1;1;7000;46163723270,44
abracadabra;96;160;1;2;7000;46163723270,44
abracadabra;96;160;1;3;7000;46455898734,18
abracadabra;96;160;1;4;7000;46163723270,44
abracadabra;96;160;1;5;7000;46163723270,44
abracadabra;96;160;1;6;7000;46455898734,18
abracadabra;96;160;1;7;7000;46163723270,44
abracadabra;96;160;1;8;7000;45875200000,00
abracadabra;96;160;1;9;7000;45875200000,00
abracadabra;96;160;1;10;7000;45875200000,00
abracadabra;96;160;1;11;7000;45875200000,00
abracadabra;96;160;1;12;7000;46163723270,44
abracadabra;96;160;1;13;7000;46163723270,44
abracadabra;96;160;1;14;7000;46163723270,44
abracadabra;96;160;1;15;7000;46163723270,44
abracadabra;96;160;1;16;7000;46163723270,44
abracadabra;96;160;1;17;7000;46455898734,18
abracadabra;96;160;1;18;7000;46163723270,44
abracadabra;96;160;1;19;7000;46163723270,44
abracadabra;96;160;1;20;7000;46163723270,44
abracadabra;96;160;1;21;7000;46163723270,44
abracadabra;96;160;1;22;7000;46163723270,44
abracadabra;96;160;1;23;7000;46163723270,44
abracadabra;96;160;1;24;7000;46163723270,44
abracadabra;96;160;1;25;7000;46163723270,44
abracadabra;96;160;1;26;7000;46163723270,44
abracadabra;96;160;1;27;7000;46163723270,44
abracadabra;96;160;1;28;7000;46163723270,44
abracadabra;96;160;1;29;7000;46163723270,44
abracadabra;96;160;1;30;7000;46163723270,44
abracadabra;96;192;1;1;7000;47355045161,29
abracadabra;96;192;1;2;7000;47355045161,29
abracadabra;96;192;1;3;7000;47355045161,29
abracadabra;96;192;1;4;7000;47355045161,29
abracadabra;96;192;1;5;7000;47355045161,29
abracadabra;96;192;1;6;7000;47355045161,29
abracadabra;96;192;1;7;7000;47355045161,29
abracadabra;96;192;1;8;7000;47355045161,29
abracadabra;96;192;1;9;7000;47355045161,29
abracadabra;96;192;1;10;7000;47355045161,29
abracadabra;96;192;1;11;7000;47355045161,29
abracadabra;96;192;1;12;7000;47355045161,29
abracadabra;96;192;1;13;7000;47355045161,29
abracadabra;96;192;1;14;7000;47355045161,29
abracadabra;96;192;1;15;7000;47355045161,29
abracadabra;96;192;1;16;7000;47355045161,29
abracadabra;96;192;1;17;7000;47355045161,29
abracadabra;96;192;1;18;7000;47355045161,29
abracadabra;96;192;1;19;7000;47355045161,29
abracadabra;96;192;1;20;7000;47355045161,29
abracadabra;96;192;1;21;7000;47355045161,29
abracadabra;96;192;1;22;7000;47355045161,29
abracadabra;96;192;1;23;7000;47355045161,29
abracadabra;96;192;1;24;7000;47355045161,29
abracadabra;96;192;1;25;7000;47355045161,29
abracadabra;96;192;1;26;7000;47355045161,29
abracadabra;96;192;1;27;7000;47355045161,29
abracadabra;96;192;1;28;7000;47355045161,29
abracadabra;96;192;1;29;7000;47355045161,29
abracadabra;96;192;1;30;7000;47355045161,29
abracadabra;96;224;1;1;7000;44217060240,96
abracadabra;96;224;1;2;7000;44217060240,96
abracadabra;96;224;1;3;7000;44217060240,96
abracadabra;96;224;1;4;7000;44217060240,96
abracadabra;96;224;1;5;7000;43952287425,15
abracadabra;96;224;1;6;7000;45590260869,57
abracadabra;96;224;1;7;7000;45030871165,64
abracadabra;96;224;1;8;7000;45590260869,57
abracadabra;96;224;1;9;7000;45308839506,17
abracadabra;96;224;1;10;7000;45590260869,57
abracadabra;96;224;1;11;7000;45308839506,17
abracadabra;96;224;1;12;7000;45308839506,17
abracadabra;96;224;1;13;7000;45308839506,17
abracadabra;96;224;1;14;7000;45308839506,17
abracadabra;96;224;1;15;7000;45308839506,17
abracadabra;96;224;1;16;7000;45590260869,57
abracadabra;96;224;1;17;7000;43432142011,83
abracadabra;96;224;1;18;7000;45590260869,57
abracadabra;96;224;1;19;7000;45590260869,57
abracadabra;96;224;1;20;7000;45308839506,17
abracadabra;96;224;1;21;7000;45308839506,17
abracadabra;96;224;1;22;7000;45308839506,17
abracadabra;96;224;1;23;7000;45030871165,64
abracadabra;96;224;1;24;7000;45308839506,17
abracadabra;96;224;1;25;7000;45308839506,17
abracadabra;96;224;1;26;7000;45590260869,57
abracadabra;96;224;1;27;7000;45590260869,57
abracadabra;96;224;1;28;7000;45590260869,57
abracadabra;96;224;1;29;7000;45308839506,17
abracadabra;96;224;1;30;7000;45308839506,17
abracadabra;96;256;1;1;7000;48289684210,53
abracadabra;96;256;1;2;7000;47974065359,48
abracadabra;96;256;1;3;7000;47974065359,48
abracadabra;96;256;1;4;7000;48289684210,53
abracadabra;96;256;1;5;7000;48289684210,53
abracadabra;96;256;1;6;7000;48289684210,53
abracadabra;96;256;1;7;7000;48289684210,53
abracadabra;96;256;1;8;7000;48289684210,53
abracadabra;96;256;1;9;7000;48289684210,53
abracadabra;96;256;1;10;7000;47974065359,48
abracadabra;96;256;1;11;7000;48289684210,53
abracadabra;96;256;1;12;7000;47974065359,48
abracadabra;96;256;1;13;7000;48289684210,53
abracadabra;96;256;1;14;7000;48289684210,53
abracadabra;96;256;1;15;7000;48289684210,53
abracadabra;96;256;1;16;7000;47974065359,48
abracadabra;96;256;1;17;7000;47974065359,48
abracadabra;96;256;1;18;7000;47974065359,48
abracadabra;96;256;1;19;7000;47974065359,48
abracadabra;96;256;1;20;7000;47974065359,48
abracadabra;96;256;1;21;7000;47974065359,48
abracadabra;96;256;1;22;7000;47974065359,48
abracadabra;96;256;1;23;7000;48289684210,53
abracadabra;96;256;1;24;7000;47974065359,48
abracadabra;96;256;1;25;7000;47974065359,48
abracadabra;96;256;1;26;7000;47974065359,48
abracadabra;96;256;1;27;7000;48289684210,53
abracadabra;96;256;1;28;7000;48289684210,53
abracadabra;96;256;1;29;7000;48289684210,53
abracadabra;96;256;1;30;7000;48289684210,53
abracadabra;96;288;1;1;7000;46163723270,44
abracadabra;96;288;1;2;7000;46163723270,44
abracadabra;96;288;1;3;7000;45875200000,00
abracadabra;96;288;1;4;7000;46163723270,44
abracadabra;96;288;1;5;7000;46163723270,44
abracadabra;96;288;1;6;7000;46163723270,44
abracadabra;96;288;1;7;7000;46163723270,44
abracadabra;96;288;1;8;7000;46163723270,44
abracadabra;96;288;1;9;7000;46163723270,44
abracadabra;96;288;1;10;7000;46163723270,44
abracadabra;96;288;1;11;7000;46163723270,44
abracadabra;96;288;1;12;7000;46455898734,18
abracadabra;96;288;1;13;7000;46455898734,18
abracadabra;96;288;1;14;7000;47662545454,55
abracadabra;96;288;1;15;7000;47974065359,48
abracadabra;96;288;1;16;7000;46751796178,34
abracadabra;96;288;1;17;7000;46455898734,18
abracadabra;96;288;1;18;7000;46163723270,44
abracadabra;96;288;1;19;7000;42924163742,69
abracadabra;96;288;1;20;7000;46751796178,34
abracadabra;96;288;1;21;7000;47355045161,29
abracadabra;96;288;1;22;7000;47051487179,49
abracadabra;96;288;1;23;7000;46455898734,18
abracadabra;96;288;1;24;7000;45590260869,57
abracadabra;96;288;1;25;7000;44217060240,96
abracadabra;96;288;1;26;7000;46163723270,44
abracadabra;96;288;1;27;7000;47051487179,49
abracadabra;96;288;1;28;7000;46751796178,34
abracadabra;96;288;1;29;7000;46455898734,18
abracadabra;96;288;1;30;7000;45590260869,57
abracadabra;96;320;1;1;7000;41704727272,73
abracadabra;96;320;1;2;7000;42674604651,16
abracadabra;96;320;1;3;7000;43176658823,53
abracadabra;96;320;1;4;7000;43176658823,53
abracadabra;96;320;1;5;7000;42924163742,69
abracadabra;96;320;1;6;7000;42674604651,16
abracadabra;96;320;1;7;7000;42674604651,16
abracadabra;96;320;1;8;7000;43176658823,53
abracadabra;96;320;1;9;7000;43176658823,53
abracadabra;96;320;1;10;7000;42924163742,69
abracadabra;96;320;1;11;7000;42427930635,84
abracadabra;96;320;1;12;7000;42427930635,84
abracadabra;96;320;1;13;7000;42924163742,69
abracadabra;96;320;1;14;7000;43176658823,53
abracadabra;96;320;1;15;7000;42924163742,69
abracadabra;96;320;1;16;7000;42674604651,16
abracadabra;96;320;1;17;7000;42184091954,02
abracadabra;96;320;1;18;7000;42427930635,84
abracadabra;96;320;1;19;7000;42924163742,69
abracadabra;96;320;1;20;7000;43176658823,53
abracadabra;96;320;1;21;7000;42924163742,69
abracadabra;96;320;1;22;7000;42427930635,84
abracadabra;96;320;1;23;7000;42427930635,84
abracadabra;96;320;1;24;7000;42674604651,16
abracadabra;96;320;1;25;7000;42924163742,69
abracadabra;96;320;1;26;7000;43690666666,67
abracadabra;96;320;1;27;7000;42924163742,69
abracadabra;96;320;1;28;7000;42427930635,84
abracadabra;96;320;1;29;7000;42674604651,16
abracadabra;96;320;1;30;7000;42674604651,16
abracadabra;96;352;1;1;7000;45308839506,17
abracadabra;96;352;1;2;7000;46163723270,44
abracadabra;96;352;1;3;7000;45875200000,00
abracadabra;96;352;1;4;7000;45590260869,57
abracadabra;96;352;1;5;7000;45590260869,57
abracadabra;96;352;1;6;7000;45308839506,17
abracadabra;96;352;1;7;7000;45590260869,57
abracadabra;96;352;1;8;7000;46163723270,44
abracadabra;96;352;1;9;7000;45875200000,00
abracadabra;96;352;1;10;7000;45590260869,57
abracadabra;96;352;1;11;7000;45875200000,00
abracadabra;96;352;1;12;7000;45590260869,57
abracadabra;96;352;1;13;7000;45875200000,00
abracadabra;96;352;1;14;7000;45875200000,00
abracadabra;96;352;1;15;7000;45590260869,57
abracadabra;96;352;1;16;7000;45590260869,57
abracadabra;96;352;1;17;7000;45590260869,57
abracadabra;96;352;1;18;7000;45308839506,17
abracadabra;96;352;1;19;7000;45875200000,00
abracadabra;96;352;1;20;7000;45875200000,00
abracadabra;96;352;1;21;7000;45875200000,00
abracadabra;96;352;1;22;7000;45590260869,57
abracadabra;96;352;1;23;7000;45590260869,57
abracadabra;96;352;1;24;7000;45590260869,57
abracadabra;96;352;1;25;7000;45875200000,00
abracadabra;96;352;1;26;7000;45875200000,00
abracadabra;96;352;1;27;7000;45590260869,57
abracadabra;96;352;1;28;7000;45590260869,57
abracadabra;96;352;1;29;7000;45590260869,57
abracadabra;96;352;1;30;7000;45875200000,00
abracadabra;96;384;1;1;7000;46455898734,18
abracadabra;96;384;1;2;7000;46455898734,18
abracadabra;96;384;1;3;7000;46455898734,18
abracadabra;96;384;1;4;7000;46163723270,44
abracadabra;96;384;1;5;7000;45875200000,00
abracadabra;96;384;1;6;7000;46455898734,18
abracadabra;96;384;1;7;7000;46455898734,18
abracadabra;96;384;1;8;7000;46455898734,18
abracadabra;96;384;1;9;7000;46455898734,18
abracadabra;96;384;1;10;7000;46455898734,18
abracadabra;96;384;1;11;7000;46163723270,44
abracadabra;96;384;1;12;7000;46163723270,44
abracadabra;96;384;1;13;7000;46455898734,18
abracadabra;96;384;1;14;7000;46455898734,18
abracadabra;96;384;1;15;7000;46455898734,18
abracadabra;96;384;1;16;7000;47355045161,29
abracadabra;96;384;1;17;7000;46751796178,34
abracadabra;96;384;1;18;7000;46455898734,18
abracadabra;96;384;1;19;7000;46751796178,34
abracadabra;96;384;1;20;7000;46455898734,18
abracadabra;96;384;1;21;7000;45308839506,17
abracadabra;96;384;1;22;7000;46455898734,18
abracadabra;96;384;1;23;7000;46751796178,34
abracadabra;96;384;1;24;7000;46751796178,34
abracadabra;96;384;1;25;7000;46455898734,18
abracadabra;96;384;1;26;7000;46163723270,44
abracadabra;96;384;1;27;7000;45875200000,00
abracadabra;96;384;1;28;7000;46163723270,44
abracadabra;96;384;1;29;7000;46455898734,18
abracadabra;96;384;1;30;7000;47355045161,29
------------;16;32;1;1;7000;19265175853,02
------------;16;32;1;2;7000;19315873684,21
------------;16;32;1;3;7000;19114666666,67
------------;16;32;1;4;7000;19315873684,21
------------;16;32;1;5;7000;19315873684,21
------------;16;32;1;6;7000;19315873684,21
------------;16;32;1;7;7000;19315873684,21
------------;16;32;1;8;7000;19315873684,21
------------;16;32;1;9;7000;19315873684,21
------------;16;32;1;10;7000;19315873684,21
------------;16;32;1;11;7000;19315873684,21
------------;16;32;1;12;7000;19315873684,21
------------;16;32;1;13;7000;19315873684,21
------------;16;32;1;14;7000;19315873684,21
------------;16;32;1;15;7000;19315873684,21
------------;16;32;1;16;7000;19315873684,21
------------;16;32;1;17;7000;19315873684,21
------------;16;32;1;18;7000;19315873684,21
------------;16;32;1;19;7000;19315873684,21
------------;16;32;1;20;7000;19315873684,21
------------;16;32;1;21;7000;19315873684,21
------------;16;32;1;22;7000;19315873684,21
------------;16;32;1;23;7000;19315873684,21
------------;16;32;1;24;7000;19315873684,21
------------;16;32;1;25;7000;19315873684,21
------------;16;32;1;26;7000;19315873684,21
------------;16;32;1;27;7000;19315873684,21
------------;16;32;1;28;7000;19315873684,21
------------;16;32;1;29;7000;19315873684,21
------------;16;32;1;30;7000;19315873684,21
------------;16;64;1;1;7000;51690366197,18
------------;16;64;1;2;7000;50274191780,82
------------;16;64;1;3;7000;50274191780,82
------------;16;64;1;4;7000;49932190476,19
------------;16;64;1;5;7000;49261959731,54
------------;16;64;1;6;7000;49594810810,81
------------;16;64;1;7;7000;50620910344,83
------------;16;64;1;8;7000;49932190476,19
------------;16;64;1;9;7000;49261959731,54
------------;16;64;1;10;7000;49932190476,19
------------;16;64;1;11;7000;49594810810,81
------------;16;64;1;12;7000;49594810810,81
------------;16;64;1;13;7000;50274191780,82
------------;16;64;1;14;7000;50274191780,82
------------;16;64;1;15;7000;49932190476,19
------------;16;64;1;16;7000;49932190476,19
------------;16;64;1;17;7000;49594810810,81
------------;16;64;1;18;7000;48933546666,67
------------;16;64;1;19;7000;49594810810,81
------------;16;64;1;20;7000;51328895104,90
------------;16;64;1;21;7000;50274191780,82
------------;16;64;1;22;7000;50274191780,82
------------;16;64;1;23;7000;50274191780,82
------------;16;64;1;24;7000;49932190476,19
------------;16;64;1;25;7000;49261959731,54
------------;16;64;1;26;7000;49261959731,54
------------;16;64;1;27;7000;50274191780,82
------------;16;64;1;28;7000;49932190476,19
------------;16;64;1;29;7000;50274191780,82
------------;16;64;1;30;7000;49932190476,19
------------;16;96;1;1;7000;52805985611,51
------------;16;96;1;2;7000;52428800000,00
------------;16;96;1;3;7000;53188637681,16
------------;16;96;1;4;7000;53188637681,16
------------;16;96;1;5;7000;53188637681,16
------------;16;96;1;6;7000;53188637681,16
------------;16;96;1;7;7000;53188637681,16
------------;16;96;1;8;7000;52805985611,51
------------;16;96;1;9;7000;52428800000,00
------------;16;96;1;10;7000;53188637681,16
------------;16;96;1;11;7000;53188637681,16
------------;16;96;1;12;7000;53188637681,16
------------;16;96;1;13;7000;53188637681,16
------------;16;96;1;14;7000;53188637681,16
------------;16;96;1;15;7000;52805985611,51
------------;16;96;1;16;7000;52805985611,51
------------;16;96;1;17;7000;52805985611,51
------------;16;96;1;18;7000;53188637681,16
------------;16;96;1;19;7000;53188637681,16
------------;16;96;1;20;7000;53188637681,16
------------;16;96;1;21;7000;53188637681,16
------------;16;96;1;22;7000;52805985611,51
------------;16;96;1;23;7000;52805985611,51
------------;16;96;1;24;7000;52805985611,51
------------;16;96;1;25;7000;53188637681,16
------------;16;96;1;26;7000;53188637681,16
------------;16;96;1;27;7000;53188637681,16
------------;16;96;1;28;7000;53188637681,16
------------;16;96;1;29;7000;53188637681,16
------------;16;96;1;30;7000;52805985611,51
------------;16;128;1;1;7000;53970823529,41
------------;16;128;1;2;7000;54370607407,41
------------;16;128;1;3;7000;54370607407,41
------------;16;128;1;4;7000;54370607407,41
------------;16;128;1;5;7000;54370607407,41
------------;16;128;1;6;7000;53970823529,41
------------;16;128;1;7;7000;53970823529,41
------------;16;128;1;8;7000;54370607407,41
------------;16;128;1;9;7000;54370607407,41
------------;16;128;1;10;7000;54370607407,41
------------;16;128;1;11;7000;54370607407,41
------------;16;128;1;12;7000;54370607407,41
------------;16;128;1;13;7000;53970823529,41
------------;16;128;1;14;7000;53970823529,41
------------;16;128;1;15;7000;54370607407,41
------------;16;128;1;16;7000;54370607407,41
------------;16;128;1;17;7000;54370607407,41
------------;16;128;1;18;7000;54370607407,41
------------;16;128;1;19;7000;54370607407,41
------------;16;128;1;20;7000;54370607407,41
------------;16;128;1;21;7000;53970823529,41
------------;16;128;1;22;7000;53970823529,41
------------;16;128;1;23;7000;54370607407,41
------------;16;128;1;24;7000;53970823529,41
------------;16;128;1;25;7000;54370607407,41
------------;16;128;1;26;7000;54370607407,41
------------;16;128;1;27;7000;54370607407,41
------------;16;128;1;28;7000;53970823529,41
------------;16;128;1;29;7000;53970823529,41
------------;16;128;1;30;7000;54370607407,41
------------;16;160;1;1;7000;51328895104,90
------------;16;160;1;2;7000;51328895104,90
------------;16;160;1;3;7000;51690366197,18
------------;16;160;1;4;7000;51690366197,18
------------;16;160;1;5;7000;51328895104,90
------------;16;160;1;6;7000;51328895104,90
------------;16;160;1;7;7000;51328895104,90
------------;16;160;1;8;7000;51328895104,90
------------;16;160;1;9;7000;51690366197,18
------------;16;160;1;10;7000;51328895104,90
------------;16;160;1;11;7000;51690366197,18
------------;16;160;1;12;7000;51690366197,18
------------;16;160;1;13;7000;51328895104,90
------------;16;160;1;14;7000;51690366197,18
------------;16;160;1;15;7000;51328895104,90
------------;16;160;1;16;7000;51328895104,90
------------;16;160;1;17;7000;51328895104,90
------------;16;160;1;18;7000;51328895104,90
------------;16;160;1;19;7000;51328895104,90
------------;16;160;1;20;7000;51328895104,90
------------;16;160;1;21;7000;52056964539,01
------------;16;160;1;22;7000;51690366197,18
------------;16;160;1;23;7000;51328895104,90
------------;16;160;1;24;7000;51328895104,90
------------;16;160;1;25;7000;51690366197,18
------------;16;160;1;26;7000;51328895104,90
------------;16;160;1;27;7000;50972444444,44
------------;16;160;1;28;7000;51690366197,18
------------;16;160;1;29;7000;51690366197,18
------------;16;160;1;30;7000;51690366197,18
------------;16;192;1;1;7000;54370607407,41
------------;16;192;1;2;7000;54370607407,41
------------;16;192;1;3;7000;53970823529,41
------------;16;192;1;4;7000;55188210526,32
------------;16;192;1;5;7000;54776358208,96
------------;16;192;1;6;7000;54370607407,41
------------;16;192;1;7;7000;54370607407,41
------------;16;192;1;8;7000;54370607407,41
------------;16;192;1;9;7000;53970823529,41
------------;16;192;1;10;7000;52805985611,51
------------;16;192;1;11;7000;54370607407,41
------------;16;192;1;12;7000;54776358208,96
------------;16;192;1;13;7000;54370607407,41
------------;16;192;1;14;7000;54776358208,96
------------;16;192;1;15;7000;54370607407,41
------------;16;192;1;16;7000;53970823529,41
------------;16;192;1;17;7000;53188637681,16
------------;16;192;1;18;7000;53970823529,41
------------;16;192;1;19;7000;54776358208,96
------------;16;192;1;20;7000;54370607407,41
------------;16;192;1;21;7000;54776358208,96
------------;16;192;1;22;7000;54776358208,96
------------;16;192;1;23;7000;54370607407,41
------------;16;192;1;24;7000;53576875912,41
------------;16;192;1;25;7000;53970823529,41
------------;16;192;1;26;7000;54370607407,41
------------;16;192;1;27;7000;54370607407,41
------------;16;192;1;28;7000;54370607407,41
------------;16;192;1;29;7000;54370607407,41
------------;16;192;1;30;7000;54370607407,41
------------;16;224;1;1;7000;48609483443,71
------------;16;224;1;2;7000;48933546666,67
------------;16;224;1;3;7000;48933546666,67
------------;16;224;1;4;7000;49261959731,54
------------;16;224;1;5;7000;49261959731,54
